DatumID,newCasesBySpecimenDate,cumCasesBySpecimenDate,newPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate,uniqueCasePositivityBySpecimenDateRollingSum,uniquePeopleTestedBySpecimenDateRollingSum,covidOccupiedMVBeds,hospitalCases,newAdmissions,cumAdmissions,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate
20210830,2815,998293,2661,5791025,10520,5019093,4.9,444226,221,1192,146,80625,8,16125
20210831,3712,1002005,5803,5796828,19155,5038248,4.8,456818,223,1255,141,80766,12,16137
20210901,3606,1005611,5361,5802189,16676,5054924,4.7,472957,225,1235,124,80890,10,16147
20210902,3719,1009330,5161,5807350,17001,5071925,4.6,488560,226,1202,122,81012,12,16159
20210903,3452,1012782,4789,5812139,16460,5088385,4.6,500091,222,1154,102,81114,20,16179
20210904,2716,1015498,5357,5817496,19247,5107632,4.6,502031,229,1134,88,81202,8,16187
20210905,2652,1018150,2380,5819876,9662,5117294,4.7,504200,230,1143,100,81302,9,16196
20210906,3780,1021930,3502,5823378,14433,5131727,4.8,515138,237,1177,142,81444,16,16212
20210907,3385,1025315,3278,5826656,12783,5144510,4.8,502466,229,1211,123,81567,11,16223
20210908,3135,1028450,3268,5829924,12070,5156580,4.9,485306,228,1214,133,81700,13,16236
20210909,2743,1031193,3486,5833410,12954,5169534,4.9,469291,224,1190,114,81814,16,16252
20210910,2507,1033700,3507,5836917,12295,5181829,4.8,455839,220,1225,101,81915,10,16262
20210911,2169,1035869,4209,5841126,14157,5195986,4.8,447549,222,1209,109,82024,8,16270
20210912,2010,1037879,1818,5842944,5965,5201951,4.7,442745,224,1214,91,82115,8,16278
20210913,2784,1040663,3177,5846121,10427,5212378,4.5,438228,228,1253,98,82213,4,16282
20210914,2601,1043264,3112,5849233,9373,5221751,4.4,437571,235,1276,90,82303,12,16294
20210915,2424,1045688,3256,5852489,9281,5231032,4.2,438830,234,1214,89,82392,11,16305
20210916,2334,1048022,3198,5855687,9374,5240406,4.1,437505,222,1179,103,82495,10,16315
20210917,2355,1050377,3479,5859166,9874,5250280,4.1,438847,227,1153,76,82571,8,16323
20210918,2107,1052484,4227,5863393,11250,5261530,4,439819,228,1124,78,82649,11,16334
20210919,2334,1054818,1845,5865238,4610,5266140,4,442550,229,1134,70,82719,9,16343
20210920,3114,1057932,3457,5868695,8535,5274675,4.1,445032,221,1122,97,82816,7,16350
20210921,2907,1060839,3518,5872213,7081,5281756,4.1,449322,210,1077,86,82902,8,16358
20210922,2806,1063645,3538,5875751,7250,5289006,4.1,451956,209,1056,80,82982,11,16369
20210923,2724,1066369,4082,5879833,7305,5296311,4.2,454684,204,1013,88,83070,14,16383
20210924,2379,1068748,3666,5883499,6770,5303081,4.2,455256,195,1000,87,83157,13,16396
20210925,2226,1070974,3735,5887234,8874,5311955,4.2,455850,193,984,81,83238,10,16406
20210926,2502,1073476,1511,5888745,3254,5315209,4.2,456168,191,990,72,83310,6,16412
20210927,3439,1076915,3176,5891921,5993,5321202,4.4,451528,183,999,86,83396,16,16428
20210928,2789,1079704,3670,5895591,5277,5326479,4.3,450684,177,1001,73,83469,13,16441
20210929,2778,1082482,3971,5899562,5360,5331839,4.3,448011,175,983,81,83550,13,16454
20210930,2592,1085074,3831,5903393,5216,5337055,4.3,445015,181,948,66,83616,13,16467
20211001,2191,1087265,4303,5907696,5319,5342374,4.3,442284,179,927,70,83686,16,16483
20211002,2138,1089403,3722,5911418,6698,5349072,4.3,440337,176,894,82,83768,12,16495
20211003,2526,1091929,1684,5913102,2776,5351848,4.4,435041,176,906,57,83825,6,16501
20211004,3301,1095230,4472,5917574,4683,5356531,4.4,425662,173,934,87,83912,9,16510
20211005,3046,1098276,4637,5922211,4461,5360992,4.6,419468,175,925,74,83986,11,16521
20211006,2813,1101089,4231,5926442,4175,5365167,4.6,418265,171,904,76,84062,10,16531
20211007,2904,1103993,4206,5930648,3933,5369100,4.7,418660,161,884,84,84146,6,16537
20211008,2654,1106647,4828,5935476,4731,5373831,4.8,419406,144,885,78,84224,9,16546
20211009,2433,1109080,3458,5938934,5781,5379612,4.9,418727,143,867,67,84291,11,16557
20211010,2730,1111810,1406,5940340,2425,5382037,4.9,418802,146,878,58,84349,8,16565
20211011,3830,1115640,4702,5945042,4001,5386038,5,419985,139,894,75,84424,9,16574
20211012,3352,1118992,5211,5950253,3801,5389839,5.1,419022,146,853,93,84517,4,16578
20211013,3509,1122501,7891,5958144,4341,5394180,5.3,421095,143,849,97,84614,6,16584
20211014,3384,1125885,6945,5965089,4209,5398389,5.4,422230,137,864,105,84719,11,16595
20211015,3228,1129113,6977,5972066,4769,5403158,5.5,422251,149,879,99,84818,5,16600
20211016,2739,1131852,3758,5975824,6413,5409571,5.5,424718,155,882,100,84918,6,16606
20211017,3291,1135143,1391,5977215,2225,5411796,5.6,427005,155,896,106,85024,11,16617
20211018,4460,1139603,6369,5983584,4023,5415819,5.8,424862,154,918,94,85118,9,16626
20211019,4304,1143907,6342,5989926,4061,5419880,6,423819,160,965,105,85223,9,16635
