Date,BoroughID,grocery_pharmacy,parks,residential,retail_recreation,transit,workplaces
05/05/2020,29,-20,53,30,-58,-61,-70
05/05/2020,30,-26,14,37,-73,-74,-80
05/05/2020,31,-21,13,30,-71,-64,-71
05/05/2020,32,-34,-9,31,-85,-81,-78
05/05/2020,33,-28,34,32,-77,-74,-74
06/05/2020,1,-82,-87,0,-97,-91,-81
06/05/2020,2,-61,-64,32,-94,-89,-79
06/05/2020,3,-18,94,25,-61,-55,-60
06/05/2020,4,-18,119,31,-66,-65,-71
06/05/2020,5,-19,79,28,-68,-63,-66
06/05/2020,6,-18,137,28,-66,-61,-66
06/05/2020,7,-19,49,31,-71,-70,-73
06/05/2020,8,-52,0,34,-89,-87,-81
06/05/2020,9,-19,105,29,-73,-69,-68
06/05/2020,10,-19,96,29,-64,-66,-68
06/05/2020,11,-18,69,27,-58,-59,-62
06/05/2020,12,-17,88,32,-72,-72,-74
06/05/2020,13,-33,30,34,-80,-77,-79
06/05/2020,14,-22,86,31,-64,-66,-72
06/05/2020,15,-22,94,29,-68,-66,-68
06/05/2020,16,-21,30,28,-66,-65,-66
06/05/2020,17,-23,88,28,-71,-82,-67
06/05/2020,18,-21,56,28,-63,-65,-67
06/05/2020,19,-34,28,37,-85,-82,-81
06/05/2020,20,-21,-9,35,-79,-80,-76
06/05/2020,21,-9,108,32,-60,-69,-74
06/05/2020,22,-20,59,31,-68,-71,-71
06/05/2020,23,-22,104,29,-74,-70,-69
06/05/2020,24,-19,114,29,-61,-65,-70
06/05/2020,25,-26,42,33,-74,-73,-79
06/05/2020,26,-32,-14,34,-74,-78,-76
06/05/2020,27,-25,53,29,-66,-69,-68
06/05/2020,28,-29,-34,35,-85,-76,-81
06/05/2020,29,-20,70,29,-54,-60,-69
06/05/2020,30,-24,36,36,-73,-73,-79
06/05/2020,31,-17,31,29,-71,-62,-70
06/05/2020,32,-30,4,31,-84,-80,-77
06/05/2020,33,-26,34,31,-76,-73,-74
07/05/2020,1,-82,-87,0,-97,-91,-80
07/05/2020,2,-58,-63,32,-94,-89,-79
07/05/2020,3,-13,102,24,-58,-52,-61
07/05/2020,4,-14,143,30,-63,-64,-71
07/05/2020,5,-11,76,27,-65,-62,-67
07/05/2020,6,-14,144,27,-64,-60,-66
07/05/2020,7,-12,57,30,-71,-68,-73
07/05/2020,8,-49,0,34,-89,-87,-82
07/05/2020,9,-10,124,28,-71,-67,-67
07/05/2020,10,-12,112,28,-62,-66,-68
07/05/2020,11,-12,77,26,-57,-57,-63
07/05/2020,12,-7,105,31,-71,-70,-73
07/05/2020,13,-28,38,34,-79,-77,-78
07/05/2020,14,-15,109,30,-63,-64,-72
07/05/2020,15,-18,106,28,-65,-66,-68
07/05/2020,16,-14,35,27,-62,-64,-66
07/05/2020,17,-17,89,28,-68,-82,-66
07/05/2020,18,-16,58,28,-60,-62,-68
07/05/2020,19,-26,33,36,-85,-82,-81
07/05/2020,20,-15,17,35,-77,-80,-77
07/05/2020,21,1,123,31,-58,-67,-74
07/05/2020,22,-14,51,31,-66,-71,-71
07/05/2020,23,-18,114,28,-72,-71,-69
07/05/2020,24,-15,112,28,-54,-66,-70
07/05/2020,25,-14,48,33,-70,-70,-79
07/05/2020,26,-25,-8,34,-73,-77,-76
07/05/2020,27,-19,59,29,-63,-67,-67
07/05/2020,28,-25,-28,35,-84,-77,-81
07/05/2020,29,-11,106,29,-52,-58,-70
07/05/2020,30,-17,41,36,-71,-72,-79
07/05/2020,31,-11,42,29,-68,-61,-70
07/05/2020,32,-28,4,31,-84,-80,-77
07/05/2020,33,-21,34,31,-77,-71,-74
08/05/2020,1,-87,-84,0,-98,-94,-83
08/05/2020,2,-63,-56,35,-95,-92,-85
08/05/2020,3,-17,122,30,-65,-58,-74
08/05/2020,4,-18,184,33,-68,-67,-80
08/05/2020,5,-24,103,33,-75,-68,-80
08/05/2020,6,-17,180,33,-71,-64,-77
08/05/2020,7,-25,76,34,-77,-72,-83
08/05/2020,8,-51,35,36,-90,-89,-86
08/05/2020,9,-21,140,33,-76,-71,-78
08/05/2020,10,-18,133,33,-68,-70,-79
08/05/2020,11,-22,92,31,-64,-60,-74
08/05/2020,12,-10,150,34,-76,-74,-81
08/05/2020,13,-34,55,37,-84,-83,-85
08/05/2020,14,-19,154,34,-66,-69,-80
08/05/2020,15,-20,138,34,-71,-69,-80
08/05/2020,16,-28,58,33,-72,-69,-80
08/05/2020,17,-26,108,33,-74,-84,-79
08/05/2020,18,-21,98,32,-66,-66,-78
08/05/2020,19,-32,52,38,-87,-85,-87
08/05/2020,20,-23,23,38,-81,-83,-84
08/05/2020,21,-13,139,35,-65,-70,-82
08/05/2020,22,-23,72,35,-71,-74,-81
08/05/2020,23,-19,160,33,-73,-74,-79
08/05/2020,24,-19,147,32,-59,-68,-80
08/05/2020,25,-23,93,34,-74,-70,-86
08/05/2020,26,-30,9,37,-77,-80,-84
08/05/2020,27,-30,68,33,-73,-70,-80
08/05/2020,28,-29,-20,36,-86,-78,-86
08/05/2020,29,-18,111,34,-58,-62,-80
08/05/2020,30,-23,86,38,-75,-76,-86
08/05/2020,31,-21,72,34,-75,-63,-79
08/05/2020,32,-34,11,30.5,-86,-84,-83
08/05/2020,33,-27,34,34,-79,-75,-83
09/05/2020,1,-71,-73,0,-95,-88,-82.5
09/05/2020,2,-59,-60,19,-95,-90,-58
09/05/2020,3,-21,72,17,-68,-48,-48
09/05/2020,4,-23,117,18,-73,-58,-54
09/05/2020,5,-25,67,17,-76,-53,-45
09/05/2020,6,-24,140,19,-75,-57,-56
09/05/2020,7,-26,32,18,-80,-60,-50
09/05/2020,8,-52,17,19,-89,-86,-55
09/05/2020,9,-22,119,18,-79,-64,-49
09/05/2020,10,-20,102,19,-72,-62,-54
09/05/2020,11,-23,71,17,-67,-49,-47
09/05/2020,12,-14,104,18,-79,-69,-49
09/05/2020,13,-34,68,20,-86,-78,-62
09/05/2020,14,-25,85,19,-72,-62,-59
09/05/2020,15,-27,99,18,-76,-57,-52
09/05/2020,16,-30,23,18,-76,-57,-46
09/05/2020,17,-30,107,18,-75,-83,-50
09/05/2020,18,-26,40,18,-71,-57,-55
09/05/2020,19,-19,52,19,-86,-78,-53
09/05/2020,20,-23,-12,20,-82,-75,-55
09/05/2020,21,-16,76,19,-67,-61,-52
09/05/2020,22,-25,43,19,-74,-68,-53
09/05/2020,23,-28,89,19,-79,-69,-56
09/05/2020,24,-25,81,19,-65,-60,-52
09/05/2020,25,-22,20,33,-76,-61,-54
09/05/2020,26,-33,-1,19,-78,-73,-54
09/05/2020,27,-34,26,17,-75,-57,-46
09/05/2020,28,-28,-34,21,-83,-71,-59
09/05/2020,29,-25,59,18,-65,-52,-55
09/05/2020,30,-25,52,20,-79,-72,-57
09/05/2020,31,-26,3,18,-80,-56,-51
09/05/2020,32,-36,1,30.5,-88,-82,-58
09/05/2020,33,-33,50,19,-83,-67,-54
10/05/2020,1,-78,-85,0,-97,-88,-82.5
10/05/2020,2,-63,-80,26,-95,-91,-63
10/05/2020,3,-36,-2,14,-72,-53,-45
10/05/2020,4,-35,12,16,-78,-65,-53
10/05/2020,5,-38,2,14,-78,-55,-45
10/05/2020,6,-34,4,16,-79,-64,-52
10/05/2020,7,-38,-15,15,-83,-64,-48
10/05/2020,8,-60,-40,18,-90,-88,-58
10/05/2020,9,-34,21,15,-82,-67,-45
10/05/2020,10,-32,-10,16,-77,-67,-52
10/05/2020,11,-34,-17,15,-74,-57,-44
10/05/2020,12,-32,-18,17,-81,-73,-48
10/05/2020,13,-44,-19,27,-87,-81,-59
10/05/2020,14,-40,-15,17,-78,-69,-58
10/05/2020,15,-39,-8,15,-79,-62,-46
10/05/2020,16,-40,-6,14,-78,-60,-42
10/05/2020,17,-42,14,15,-79,-86,-48
10/05/2020,18,-40,-27,16,-75,-62,-54
10/05/2020,19,-37,-11,18,-88,-81,-56
10/05/2020,20,-40,-46,18,-86,-78,-54
10/05/2020,21,-31,4,16,-73,-67,-51
10/05/2020,22,-40,-11,16,-76,-71,-49
10/05/2020,23,-40,1,16,-81,-73,-54
10/05/2020,24,-35,0,15,-71,-66,-49
10/05/2020,25,-38,-35,33,-83,-71,-56
10/05/2020,26,-43,-40,18,-82,-77,-54
10/05/2020,27,-43,-25,14,-79,-59,-43
10/05/2020,28,-49,-62,19,-86,-76,-59
10/05/2020,29,-36,-3,15,-70,-61,-54
10/05/2020,30,-48,-20,18,-82,-75,-53
10/05/2020,31,-41,-37,16,-84,-66,-49
10/05/2020,32,-42,-33,30.5,-91,-84,-59
10/05/2020,33,-41,6,25,-86,-66,-56
11/05/2020,1,-84,-89,0,-97,-90,-82
11/05/2020,2,-61,-73,33,-93,-88,-79
11/05/2020,3,-19,23,24,-60,-56,-59
11/05/2020,4,-20,37,30,-66,-66,-70
11/05/2020,5,-23,30,27,-67,-64,-66
11/05/2020,6,-20,48,27,-65,-61,-64
11/05/2020,7,-23,11,30,-72,-70,-73
11/05/2020,8,-53,-22,33,-88,-86,-82
11/05/2020,9,-23,49,28,-72,-69,-67
11/05/2020,10,-19,39,28,-64,-66,-66
11/05/2020,11,-20,18,25,-56,-59,-62
11/05/2020,12,-20,25,31,-71,-71,-74
11/05/2020,13,-38,-5,34,-80,-77,-78
11/05/2020,14,-23,28,30,-64,-66,-71
11/05/2020,15,-27,16,28,-65,-67,-67
11/05/2020,16,-26,-6,26,-63,-64,-65
11/05/2020,17,-25,26,27,-69,-83,-65
11/05/2020,18,-23,7,27,-63,-64,-67
11/05/2020,19,-38,-11,36,-83,-81,-81
11/05/2020,20,-27,-20,34,-77,-80,-76
11/05/2020,21,-17,36,31,-60,-68,-73
11/05/2020,22,-23,6,30,-68,-72,-70
11/05/2020,23,-24,26,27,-72,-69,-68
11/05/2020,24,-21,29,27,-55,-66,-69
11/05/2020,25,-26,-15,32,-73,-74,-80
11/05/2020,26,-32,-36,33,-73,-78,-76
11/05/2020,27,-29,8,28,-64,-70,-68
11/05/2020,28,-31,-52,34,-84,-76,-80
11/05/2020,29,-22,14,28,-53,-60,-68
11/05/2020,30,-28,-9,35,-73,-73,-79
11/05/2020,31,-21,-6,29,-70,-63,-70
11/05/2020,32,-31,-21,30,-85,-79,-76
11/05/2020,33,-29,33.5,31,-78,-73,-75
12/05/2020,1,-83,-87,0,-97,-91,-81
12/05/2020,2,-60,-65,32,-94,-88,-79
12/05/2020,3,-17,76,24,-58,-53,-59
12/05/2020,4,-19,114,30,-63,-63,-70
12/05/2020,5,-19,74,27,-67,-63,-65
12/05/2020,6,-18,96,27,-65,-59,-64
12/05/2020,7,-19,45,30,-71,-68,-72
12/05/2020,8,-51,-13,33,-88,-86,-81
12/05/2020,9,-17,100,28,-70,-68,-67
12/05/2020,10,-17,83,28,-62,-66,-66
12/05/2020,11,-18,47,26,-56,-57,-61
12/05/2020,12,-14,54,31,-71,-70,-73
12/05/2020,13,-33,18,34,-79,-77,-78
12/05/2020,14,-20,75,30,-62,-64,-71
12/05/2020,15,-24,76,28,-64,-65,-67
12/05/2020,16,-23,30,26,-64,-64,-64
12/05/2020,17,-24,76,27,-67,-82,-65
12/05/2020,18,-21,55,27,-61,-62,-66
12/05/2020,19,-34,14,36,-84,-81,-80
12/05/2020,20,-22,5,34,-77,-80,-76
12/05/2020,21,-13,96,31,-59,-65,-73
12/05/2020,22,-20,56,31,-65,-70,-70
12/05/2020,23,-21,77,28,-69,-68,-68
12/05/2020,24,-18,73,28,-53,-65,-68
12/05/2020,25,-21,24,33,-72,-71,-78
12/05/2020,26,-31,-16,33,-73,-77,-75
12/05/2020,27,-26,56,29,-64,-68,-67
12/05/2020,28,-30,-38,35,-84,-76,-80
12/05/2020,29,-18,55,29,-55,-58,-68
12/05/2020,30,-26,26,36,-71,-73,-78
12/05/2020,31,-18,24,29,-69,-61,-69
12/05/2020,32,-29,-4,31,-83,-79,-77
12/05/2020,33,-26,33.5,31,-75,-71,-74
13/05/2020,1,-83,-89,0,-97,-91,-79
13/05/2020,2,-61,-73,33,-94,-88,-79
13/05/2020,3,-18,29,24,-60,-56,-58
13/05/2020,4,-21,58,31,-66,-65,-69
13/05/2020,5,-20,41,28,-67,-64,-64
13/05/2020,6,-20,49,28,-66,-62,-64
13/05/2020,7,-21,22,31,-72,-70,-72
13/05/2020,8,-53,-23,34,-89,-86,-81
13/05/2020,9,-22,64,29,-72,-70,-66
13/05/2020,10,-20,42,29,-64,-66,-66
13/05/2020,11,-21,26,27,-58,-60,-61
13/05/2020,12,-16,33,32,-73,-72,-73
13/05/2020,13,-35,1,35,-80,-77,-78
13/05/2020,14,-24,36,31,-65,-68,-71
13/05/2020,15,-24,34,29,-66,-65,-66
13/05/2020,16,-23,13,27,-65,-64,-64
13/05/2020,17,-26,46,28,-69,-82,-65
13/05/2020,18,-24,17,28,-62,-64,-66
13/05/2020,19,-36,5,37,-85,-82,-80
13/05/2020,20,-24,-15,35,-78,-81,-76
13/05/2020,21,-14,54,32,-62,-68,-73
13/05/2020,22,-23,19,31,-66,-72,-69
13/05/2020,23,-23,37,29,-74,-69,-68
13/05/2020,24,-21,46,28,-58,-66,-68
13/05/2020,25,-24,-2,34,-73,-74,-79
13/05/2020,26,-34,-33,34,-76,-78,-76
13/05/2020,27,-28,27,29,-66,-69,-66
13/05/2020,28,-32,-49,35,-85,-77,-80
13/05/2020,29,-20,22,29,-53,-60,-68
13/05/2020,30,-26,4,37,-73,-73,-79
13/05/2020,31,-21,1,30,-72,-64,-69
13/05/2020,32,-31,-11,32,-85,-80,-76
13/05/2020,33,-29,33.5,32,-78,-74,-73
14/05/2020,1,-83,-87,0,-97,-91,-82
14/05/2020,2,-60,-67,33,-94,-88,-78
14/05/2020,3,-15,66,24,-60,-54,-59
14/05/2020,4,-18,120,30,-63,-64,-69
14/05/2020,5,-17,64,27,-65,-64,-64
14/05/2020,6,-15,113,27,-65,-60,-64
14/05/2020,7,-18,50,31,-72,-69,-72
14/05/2020,8,-50,-10,35,-89,-86,-81
14/05/2020,9,-16,96,29,-72,-69,-66
14/05/2020,10,-16,89,28,-62,-65,-66
14/05/2020,11,-16,62,26,-56,-56,-62
14/05/2020,12,-14,77,32,-73,-70,-73
14/05/2020,13,-33,29,35,-79,-76,-77
14/05/2020,14,-20,78,31,-63,-65,-70
14/05/2020,15,-20,88,29,-65,-66,-65
14/05/2020,16,-20,40,27,-65,-63,-64
14/05/2020,17,-20,86,28,-67,-81,-65
14/05/2020,18,-20,54,28,-60,-63,-65
14/05/2020,19,-32,28,37,-85,-82,-80
14/05/2020,20,-20,6,35,-78,-81,-76
14/05/2020,21,-7,92,32,-59,-68,-73
14/05/2020,22,-20,47,31,-64,-72,-69
14/05/2020,23,-21,78,28,-72,-70,-67
14/05/2020,24,-17,87,28,-57,-65,-67
14/05/2020,25,-18,33,34,-71,-71,-78
14/05/2020,26,-30,-18,35,-75,-78,-76
14/05/2020,27,-23,46,29,-64,-69,-66
14/05/2020,28,-35,-39,36,-82,-76,-81
14/05/2020,29,-14,54,29,-51,-59,-68
14/05/2020,30,-22,27,37,-72,-72,-78
14/05/2020,31,-17,28,30,-69,-62,-69
14/05/2020,32,-26,-2,32,-84,-78,-76
14/05/2020,33,-25,33.5,32,-77,-73,-73
15/05/2020,1,-80,-82,0,-97,-90,-80
15/05/2020,2,-58,-64,33,-94,-87,-77
15/05/2020,3,-11,117,24,-60,-49,-57
15/05/2020,4,-16,148,29,-64,-60,-67
15/05/2020,5,-15,120,27,-67,-59,-62
15/05/2020,6,-14,144,28,-66,-56,-63
15/05/2020,7,-19,84,30,-71,-65,-70
15/05/2020,8,-47,16,35,-88,-85,-79
15/05/2020,9,-16,130,28,-72,-65,-64
15/05/2020,10,-13,111,29,-63,-63,-64
15/05/2020,11,-15,84,26,-56,-51,-59
15/05/2020,12,-7,125,31,-73,-66,-71
15/05/2020,13,-29,52,34,-80,-76,-76
15/05/2020,14,-16,123,30,-62,-62,-69
15/05/2020,15,-21,128,28,-67,-62,-64
15/05/2020,16,-21,69,27,-66,-60,-62
15/05/2020,17,-21,90,28,-68,-81,-63
15/05/2020,18,-17,80,27,-61,-60,-64
15/05/2020,19,-26,58,37,-85,-81,-78
15/05/2020,20,-17,28,35,-79,-77,-74
15/05/2020,21,-7,131,32,-58,-63,-71
15/05/2020,22,-18,67,30,-65,-68,-68
15/05/2020,23,-18,141,28,-71,-65,-66
15/05/2020,24,-15,125,28,-57,-62,-66
15/05/2020,25,-17,50,31,-71,-67,-75
15/05/2020,26,-27,0,34,-74,-75,-74
15/05/2020,27,-24,75,28,-66,-63,-65
15/05/2020,28,-28,-30,35,-81,-73,-79
15/05/2020,29,-17,87,29,-53,-55,-67
15/05/2020,30,-19,73,36,-73,-68,-77
15/05/2020,31,-16,58,29,-71,-57,-67
15/05/2020,32,-27,4,31,-85,-78,-75
15/05/2020,33,-26,33.5,31,-76,-69,-72
16/05/2020,1,-71,-76,0,-95,-87,-79.5
16/05/2020,2,-59,-65,19,-95,-89,-57
16/05/2020,3,-17,64,15,-63,-45,-43
16/05/2020,4,-21,97,17,-71,-55,-49
16/05/2020,5,-20,67,16,-72,-48,-39
16/05/2020,6,-19,107,18,-73,-56,-51
16/05/2020,7,-25,39,17,-77,-58,-43
16/05/2020,8,-51,1,19,-88,-85,-55
16/05/2020,9,-21,107,17,-77,-62,-44
16/05/2020,10,-17,78,18,-68,-59,-49
16/05/2020,11,-20,55,17,-64,-47,-43
16/05/2020,12,-14,84,18,-77,-67,-47
16/05/2020,13,-32,60,20,-85,-76,-57
16/05/2020,14,-22,68,18,-69,-60,-55
16/05/2020,15,-25,118,17,-73,-53,-46
16/05/2020,16,-27,34,16,-71,-52,-40
16/05/2020,17,-26,103,17,-71,-82,-45
16/05/2020,18,-21,32,17,-66,-55,-49
16/05/2020,19,-18,55,19,-85,-76,-51
16/05/2020,20,-22,-10,19,-81,-73,-52
16/05/2020,21,-15,64,18,-64,-60,-49
16/05/2020,22,-21,47,17,-69,-65,-48
16/05/2020,23,-24,65,18,-77,-67,-53
16/05/2020,24,-19,52,17,-63,-57,-47
16/05/2020,25,-21,15,18,-74,-60,-47
16/05/2020,26,-32,-8,19,-76,-72,-51
16/05/2020,27,-31,35,16,-72,-56,-40
16/05/2020,28,-30,-35,21,-79,-69,-57
16/05/2020,29,-21,40,18,-61,-53,-51
16/05/2020,30,-23,57,20,-77,-67,-54
16/05/2020,31,-24,2,17,-77,-55,-46
16/05/2020,32,-31,-7,29.5,-88,-80,-55
16/05/2020,33,-29,61,18,-81,-64,-48
17/05/2020,1,-71,-65,0,-93,-84,-79.5
17/05/2020,2,-55,-50,25,-93,-87,-56
17/05/2020,3,-25,108,12,-66,-42,-42
17/05/2020,4,-23,137,13,-70,-54,-46
17/05/2020,5,-27,93,12,-72,-44,-36
17/05/2020,6,-23,134,13,-75,-54,-48
17/05/2020,7,-26,58,12,-78,-55,-41
17/05/2020,8,-52,48,15,-86,-84,-53
17/05/2020,9,-25,132,12,-78,-59,-40
17/05/2020,10,-19,103,13,-70,-58,-48
17/05/2020,11,-23,79,12,-66,-43,-39
17/05/2020,12,-19,118,14,-74,-65,-42
17/05/2020,13,-34,84,14,-83,-75,-54
17/05/2020,14,-30,88,14,-71,-61,-52
17/05/2020,15,-28,129,12,-73,-48,-41
17/05/2020,16,-31,82,12,-73,-50,-33
17/05/2020,17,-31,131,13,-72,-83,-42
17/05/2020,18,-31,63,13,-67,-55,-48
17/05/2020,19,-26,71,14,-83,-77,-49
17/05/2020,20,-29,28,15,-81,-73,-48
17/05/2020,21,-20,116,13,-64,-59,-45
17/05/2020,22,-30,83,12,-70,-62,-44
17/05/2020,23,-28,129,13,-75,-64,-50
17/05/2020,24,-23,117,13,-65,-54,-44
17/05/2020,25,-23,53,24,-72,-54,-44
17/05/2020,26,-32,30,15,-75,-71,-49
17/05/2020,27,-34,56,11,-75,-50,-35
17/05/2020,28,-42,-15,15,-78,-66,-54
17/05/2020,29,-26,96,13,-61,-52,-48
17/05/2020,30,-37,103,14,-74,-67,-48
17/05/2020,31,-31,35,13,-79,-54,-43
17/05/2020,32,-29,28,29.5,-87,-79,-53
17/05/2020,33,-31,99,13,-80,-57,-46
18/05/2020,1,-82,-83,0,-96,-89,-79
18/05/2020,2,-55,-49,31,-92,-85,-76
18/05/2020,3,-10,146,21,-53,-49,-57
18/05/2020,4,-13,186,27,-59,-59,-67
18/05/2020,5,-16,121,24,-60,-57,-63
18/05/2020,6,-12,221,25,-61,-56,-62
18/05/2020,7,-18,90,27,-68,-64,-71
18/05/2020,8,-48,43,31,-86,-83,-80
18/05/2020,9,-16,164,25,-67,-64,-64
18/05/2020,10,-12,157,25,-58,-60,-64
18/05/2020,11,-14,132,23,-51,-51,-59
18/05/2020,12,-12,171,28,-66,-66,-71
18/05/2020,13,-32,93,31,-77,-74,-76
18/05/2020,14,-15,182,27,-54,-60,-69
18/05/2020,15,-21,169,26,-58,-61,-64
18/05/2020,16,-18,67,23,-57,-59,-62
18/05/2020,17,-18,127,25,-63,-82,-63
18/05/2020,18,-16,100,25,-53,-60,-64
18/05/2020,19,-32,51,33,-81,-78,-80
18/05/2020,20,-19,62,31,-74,-76,-74
18/05/2020,21,-9,167,28,-51,-63,-71
18/05/2020,22,-15,104,27,-61,-66,-67
18/05/2020,23,-16,188,25,-66,-64,-66
18/05/2020,24,-11,163,25,-52,-60,-66
18/05/2020,25,-16,64,30,-66,-66,-77
18/05/2020,26,-26,24,30,-68,-74,-74
18/05/2020,27,-22,106,26,-59,-65,-65
18/05/2020,28,-27,-3,32,-78,-71,-79
18/05/2020,29,-14,120,25,-44,-55,-66
18/05/2020,30,-21,92,32,-68,-68,-77
18/05/2020,31,-14,77,26,-63,-55,-67
18/05/2020,32,-22,26,28,-82,-76,-74
18/05/2020,33,-25,74,28,-71,-68,-72
19/05/2020,1,-80,-82,0,-97,-89,-82
19/05/2020,2,-56,-43,30,-92,-86,-77
19/05/2020,3,-11,150,22,-53,-49,-57
19/05/2020,4,-14,234,27,-59,-58,-68
19/05/2020,5,-12,120,25,-62,-60,-63
19/05/2020,6,-12,222,25,-62,-55,-62
19/05/2020,7,-14,97,28,-68,-65,-71
19/05/2020,8,-46,42,31,-86,-84,-79
19/05/2020,9,-14,167,26,-68,-64,-65
19/05/2020,10,-13,177,26,-58,-63,-64
19/05/2020,11,-11,131,23,-52,-51,-59
19/05/2020,12,-7,208,28,-68,-66,-70
19/05/2020,13,-29,94,31,-77,-75,-76
19/05/2020,14,-13,212,27,-56,-61,-69
19/05/2020,15,-20,176,26,-59,-60,-64
19/05/2020,16,-16,65,24,-59,-58,-62
19/05/2020,17,-18,133,25,-63,-80,-63
19/05/2020,18,-16,131,25,-56,-60,-64
19/05/2020,19,-30,95,33,-81,-79,-79
19/05/2020,20,-15,83,31,-75,-77,-74
19/05/2020,21,-5,200,29,-53,-63,-72
19/05/2020,22,-15,114,29,-61,-68,-68
19/05/2020,23,-16,182,25,-65,-66,-66
19/05/2020,24,-9,171,25,-52,-60,-66
19/05/2020,25,-15,71,30,-65,-67,-76
19/05/2020,26,-26,35,31,-69,-74,-74
19/05/2020,27,-19,115,26,-61,-63,-64
19/05/2020,28,-28,0,33,-78,-71,-79
19/05/2020,29,-12,131,26,-48,-56,-66
19/05/2020,30,-17,120,33,-67,-68,-77
19/05/2020,31,-12,88,27,-64,-55,-67
19/05/2020,32,-22,38,29,-81,-78,-74
19/05/2020,33,-22,74,29,-73,-69,-71
20/05/2020,1,-81,-78,0,-97,-89,-77
20/05/2020,2,-54,-39,29,-93,-86,-76
20/05/2020,3,-7,119,21,-54,-48,-56
20/05/2020,4,-11,192,28,-59,-59,-67
20/05/2020,5,-12,130,25,-64,-59,-63
20/05/2020,6,-9,235,25,-60,-53,-62
20/05/2020,7,-13,89,28,-68,-66,-70
20/05/2020,8,-45,74,31,-86,-84,-79
20/05/2020,9,-12,170,26,-68,-64,-64
20/05/2020,10,-10,168,26,-58,-61,-64
20/05/2020,11,-10,132,24,-53,-53,-58
20/05/2020,12,-3,271,28,-66,-66,-70
20/05/2020,13,-24,125,30,-76,-74,-75
20/05/2020,14,-14,202,27,-58,-62,-69
20/05/2020,15,-15,166,26,-60,-60,-64
20/05/2020,16,-16,74,24,-61,-60,-62
20/05/2020,17,-15,144,25,-65,-80,-63
20/05/2020,18,-14,115,25,-55,-59,-64
20/05/2020,19,-26,119,33,-82,-79,-79
20/05/2020,20,-14,104,31,-74,-76,-73
20/05/2020,21,-1,205,29,-52,-63,-71
20/05/2020,22,-13,113,28,-61,-67,-68
20/05/2020,23,-13,171,25,-67,-66,-66
20/05/2020,24,-7,172,25,-53,-59,-67
20/05/2020,25,-14,89,30,-66,-64,-75
20/05/2020,26,-24,46,30,-70,-74,-74
20/05/2020,27,-17,106,26,-62,-63,-64
20/05/2020,28,-25,9,32,-78,-70,-79
20/05/2020,29,-10,137,26,-45,-54,-66
20/05/2020,30,-13,152,32,-68,-67,-77
20/05/2020,31,-10,92,26,-67,-55,-67
20/05/2020,32,-21,47,28,-81,-77,-73
20/05/2020,33,-22,74,29,-72,-69,-71
21/05/2020,1,-80,-82,0,-97,-89,-80
21/05/2020,2,-56,-49,31,-93,-87,-77
21/05/2020,3,-6,120,21,-55,-49,-57
21/05/2020,4,-10,180,28,-58,-60,-67
21/05/2020,5,-11,90,26,-63,-59,-62
21/05/2020,6,-7,221,25,-60,-55,-62
21/05/2020,7,-12,84,29,-67,-67,-70
21/05/2020,8,-46,33,32,-87,-85,-79
21/05/2020,9,-10,150,27,-68,-65,-64
21/05/2020,10,-10,160,26,-57,-62,-64
21/05/2020,11,-9,110,24,-52,-52,-59
21/05/2020,12,-4,198,29,-68,-66,-70
21/05/2020,13,-24,101,32,-76,-74,-76
21/05/2020,14,-14,176,28,-57,-61,-69
21/05/2020,15,-14,146,26,-60,-62,-63
21/05/2020,16,-15,63,25,-59,-59,-62
21/05/2020,17,-13,130,26,-64,-80,-63
21/05/2020,18,-13,109,26,-55,-58,-63
21/05/2020,19,-23,87,35,-84,-79,-79
21/05/2020,20,-14,75,32,-76,-77,-74
21/05/2020,21,3,177,30,-53,-64,-71
21/05/2020,22,-11,90,29,-61,-68,-68
21/05/2020,23,-11,148,26,-66,-68,-66
21/05/2020,24,-11,150,26,-51,-60,-66
21/05/2020,25,-13,83,31,-68,-66,-76
21/05/2020,26,-24,21,32,-71,-75,-74
21/05/2020,27,-16,74,27,-62,-64,-65
21/05/2020,28,-25,-1,34,-78,-72,-79
21/05/2020,29,-7,107,27,-45,-55,-66
21/05/2020,30,-12,101,34,-68,-68,-77
21/05/2020,31,-10,69,28,-65,-57,-67
21/05/2020,32,-18,34,29,-82,-77,-74
21/05/2020,33,-19,74,30,-73,-68,-71
22/05/2020,1,-79,-81,0,-97,-88,-77
22/05/2020,2,-54,-60,31,-93,-86,-75
22/05/2020,3,-4,91,22,-57,-46,-54
22/05/2020,4,-11,128,28,-60,-58,-64
22/05/2020,5,-10,103,26,-65,-57,-60
22/05/2020,6,-7,151,26,-64,-52,-60
22/05/2020,7,-14,76,29,-69,-63,-68
22/05/2020,8,-43,21,33,-87,-84,-78
22/05/2020,9,-11,110,27,-69,-63,-62
22/05/2020,10,-6,112,27,-59,-60,-62
22/05/2020,11,-10,78,24,-53,-48,-56
22/05/2020,12,0,148,29,-71,-63,-69
22/05/2020,13,-23,74,33,-79,-74,-74
22/05/2020,14,-14,141,29,-56,-59,-67
22/05/2020,15,-16,105,27,-64,-61,-61
22/05/2020,16,-16,72,25,-62,-56,-61
22/05/2020,17,-14,94,26,-65,-81,-60
22/05/2020,18,-11,80,26,-56,-57,-61
22/05/2020,19,-22,76,35,-84,-78,-77
22/05/2020,20,-14,36,33,-77,-75,-72
