Date,BoroughID,grocery_pharmacy,parks,residential,retail_recreation,transit,workplaces
09/03/2020,1,-5,-8,0,-10,-8,-6
09/03/2020,2,1,-14,3,-8,-7,-2
09/03/2020,3,9,23,1,2,-1,-1
09/03/2020,4,12,5,1,-4,-2,-1
09/03/2020,5,4,14,1,0,4,-1
09/03/2020,6,12,11,1,-3,-3,-1
09/03/2020,7,8,-2,2,-3,-3,0
09/03/2020,8,-2,6,2,-7,-9,-3
09/03/2020,9,9,6,1,-3,-3,0
09/03/2020,10,12,3,1,-3,0,0
09/03/2020,11,9,14,0,2,-6,1
09/03/2020,12,5,14,2,1,-5,-2
09/03/2020,13,-4,2,3,-5,-1,-1
09/03/2020,14,6,-1,1,0,-8,-2
09/03/2020,15,7,3,1,-2,-7,-1
09/03/2020,16,8,17,1,-4,-1,0
09/03/2020,17,13,3,1,-4,-17,-1
09/03/2020,18,1,-4,1,3,-3,0
09/03/2020,19,4,-8,2,-10,-5,-3
09/03/2020,20,3,-11,1,-6,-6,-2
09/03/2020,21,5,3,1,3,-3,-1
09/03/2020,22,9,10,1,-11,-8,-1
09/03/2020,23,9,6,1,-4,-6,-3
09/03/2020,24,12,9,1,7,-5,-1
09/03/2020,25,6,9,1,-4,-2,0
09/03/2020,26,6,0,1,-5,-8,-1
09/03/2020,27,10,18,1,-1,-11,2
09/03/2020,28,1,1,2,-12,-14,-2
09/03/2020,29,6,-7,1,5,0,-1
09/03/2020,30,7,2,2,-3,-6,-1
09/03/2020,31,8,7,1,5,0,-1
09/03/2020,32,8,2,2,-6,-6,0
09/03/2020,33,4,1,2,-8,-9,1
10/03/2020,1,-5,-17,0,-14,-10,-2
10/03/2020,2,1,-19,4,-12,-10,-3
10/03/2020,3,10,14,1,2,-1,-1
10/03/2020,4,8,19,2,-5,2,-5
10/03/2020,5,6,0,1,-2,-8,-1
10/03/2020,6,16,3,1,-4,1,-1
10/03/2020,7,10,1,2,-4,-5,0
10/03/2020,8,-1,-4,2,-9,-12,-5
10/03/2020,9,10,4,1,-3,-6,0
10/03/2020,10,14,4,2,-1,-1,0
10/03/2020,11,11,6,1,0,-3,0
10/03/2020,12,11,11,2,-3,-2,-5
10/03/2020,13,-1,-8,3,-8,-3,-2
10/03/2020,14,8,14,2,0,-1,-4
10/03/2020,15,9,5,2,-3,-1,-2
10/03/2020,16,8,-2,1,-6,-4,0
10/03/2020,17,15,-7,1,-5,-17,0
10/03/2020,18,2,6,2,-1,-7,-1
10/03/2020,19,6,-1,2,-9,-5,-4
10/03/2020,20,5,-7,2,-9,-7,-3
10/03/2020,21,6,8,1,-1,-3,-2
10/03/2020,22,10,6,2,-11,-5,-2
10/03/2020,23,12,6,2,-3,-4,-4
10/03/2020,24,14,5,2,8,-6,-3
10/03/2020,25,7,7,2,-6,-8,1
10/03/2020,26,6,-5,2,-5,-8,-3
10/03/2020,27,11,16,2,-3,-6,1
10/03/2020,28,5,-8,3,-13,-11,-4
10/03/2020,29,7,-9,1,1,-5,-3
10/03/2020,30,8,6,3,0,-6,-3
10/03/2020,31,8,-3,2,-2,-5,-2
10/03/2020,32,11,3,3,-9,-10,-2
10/03/2020,33,3,2,2,-11,-7,0
11/03/2020,1,-8,-10,0,-17,-15,-5
11/03/2020,2,0,-17,4,-13,-16,-5
11/03/2020,3,14,23,1,1,-1,-1
11/03/2020,4,10,18,3,-4,-6,-3
11/03/2020,5,7,16,2,2,-5,0
11/03/2020,6,15,18,2,-2,-5,-2
11/03/2020,7,10,14,2,-1,-7,-2
11/03/2020,8,-3,14,4,-13,-17,-7
11/03/2020,9,11,16,2,-1,-5,0
11/03/2020,10,15,15,2,1,-7,-1
11/03/2020,11,14,22,1,1,-9,1
11/03/2020,12,11,24,3,-1,-11,-4
11/03/2020,13,-1,14,3,-6,-7,-4
11/03/2020,14,8,11,2,-2,-13,-4
11/03/2020,15,11,27,2,0,-3,-2
11/03/2020,16,11,12,1,-2,-6,-1
11/03/2020,17,13,32,2,-1,-20,-1
11/03/2020,18,4,10,2,1,-8,-1
11/03/2020,19,8,7,4,-12,-14,-7
11/03/2020,20,5,2,2,-4,-13,-5
11/03/2020,21,9,23,2,3,-5,-2
11/03/2020,22,10,15,2,-7,-10,-2
11/03/2020,23,16,24,2,-8,-9,-4
11/03/2020,24,15,20,2,8,-6,-2
11/03/2020,25,8,21,3,1,-10,-1
11/03/2020,26,5,4,2,-3,-9,-4
11/03/2020,27,9,21,2,-3,-11,1
11/03/2020,28,7,-4,3,-14,-13,-6
11/03/2020,29,10,8,1,8,-7,-3
11/03/2020,30,11,17,3,4,-8,-4
11/03/2020,31,13,11,2,5,-2,-3
11/03/2020,32,12,17,4,-9,-12,-4
11/03/2020,33,4,12,3,-7,-14,-1
12/03/2020,1,-11,-23,0,-22,-20,-15
12/03/2020,2,-1,-29,6,-20,-21,-10
12/03/2020,3,24,8,1,5,-4,-2
12/03/2020,4,19,3,3,-5,-10,-5
12/03/2020,5,15,-3,2,-2,-9,-3
12/03/2020,6,23,8,2,3,-6,-4
12/03/2020,7,20,6,3,-4,-10,-4
12/03/2020,8,2,-8,6,-15,-21,-13
12/03/2020,9,19,16,3,-4,-9,-2
12/03/2020,10,21,1,3,-1,-10,-4
12/03/2020,11,20,8,2,-1,-11,-1
12/03/2020,12,17,9,4,-7,-14,-7
12/03/2020,13,2,1,5,-8,-13,-8
12/03/2020,14,15,4,3,-1,-13,-6
12/03/2020,15,17,6,3,-5,-11,-4
12/03/2020,16,19,-3,2,-6,-8,-4
12/03/2020,17,23,-3,2,-3,-17,-3
12/03/2020,18,18,0,3,-2,-9,-3
12/03/2020,19,14,-6,5,-17,-17,-13
12/03/2020,20,14,-11,4,-8,-17,-8
12/03/2020,21,19,17,3,1,-8,-6
12/03/2020,22,17,1,3,-8,-13,-5
12/03/2020,23,21,4,2,-8,-14,-5
12/03/2020,24,21,4,3,9,-14,-4
12/03/2020,25,17,18,4,-1,-11,-4
12/03/2020,26,11,-7,4,-6,-15,-8
12/03/2020,27,17,16,3,-3,-15,-2
12/03/2020,28,9,-9,5,-17,-21,-10
12/03/2020,29,20,-10,2,7,-8,-4
12/03/2020,30,16,6,5,-2,-11,-8
12/03/2020,31,17,3,3,0,-10,-6
12/03/2020,32,21,3,5,-14,-17,-9
12/03/2020,33,9,10,4,-11,-14,-4
13/03/2020,1,-15,-30,0,-29,-27,-23
13/03/2020,2,-3,-34,8,-30,-26,-16
13/03/2020,3,23,11,2,0,-6,-2
13/03/2020,4,18,19,5,-8,-13,-8
13/03/2020,5,17,18,3,-4,-12,-4
13/03/2020,6,26,17,4,-2,-10,-6
13/03/2020,7,20,14,5,-7,-13,-8
13/03/2020,8,-2,-2,9,-24,-26,-19
13/03/2020,9,18,20,4,-9,-12,-6
13/03/2020,10,22,16,4,-4,-13,-6
13/03/2020,11,20,5,3,-3,-10,-3
13/03/2020,12,23,17,6,-8,-16,-13
13/03/2020,13,6,3,7,-19,-18,-14
13/03/2020,14,18,16,5,-2,-15,-10
13/03/2020,15,18,16,5,-10,-15,-7
13/03/2020,16,16,12,3,-10,-9,-6
13/03/2020,17,22,3,4,-8,-22,-5
13/03/2020,18,19,3,4,-4,-11,-4
13/03/2020,19,15,3,9,-23,-23,-20
13/03/2020,20,15,-9,6,-14,-21,-13
13/03/2020,21,20,17,5,-2,-10,-10
13/03/2020,22,15,11,5,-11,-15,-8
13/03/2020,23,24,25,4,-11,-15,-9
13/03/2020,24,24,13,4,6,-13,-8
13/03/2020,25,15,20,5,-6,-15,-11
13/03/2020,26,12,-7,6,-10,-21,-13
13/03/2020,27,17,26,4,-7,-13,-5
13/03/2020,28,13,-15,8,-21,-25,-17
13/03/2020,29,18,-1,4,4,-8,-8
13/03/2020,30,21,22,7,-6,-11,-15
13/03/2020,31,21,-1,4,-10,-9,-9
13/03/2020,32,18,2,7,-21,-20,-14
13/03/2020,33,8,22,6,-13,-17,-9
14/03/2020,1,-15,-27,0,-26,-28,-30.5
14/03/2020,2,-15,-37,6,-36,-31,-5
14/03/2020,3,21,0,3,-3,0,-3
14/03/2020,4,17,-5,5,-16,-13,-6
14/03/2020,5,13,-2,2,-7,-8,2
14/03/2020,6,19,9,4,-15,-9,-4
14/03/2020,7,16,2,3,-12,-16,-1
14/03/2020,8,-13,-14,6,-30,-34,-11
14/03/2020,9,14,8,3,-17,-16,-2
14/03/2020,10,19,8,4,-13,-15,-3
14/03/2020,11,17,3,4,-8,-14,-1
14/03/2020,12,17,7,4,-16,-22,-2
14/03/2020,13,-2,5,6,-35,-30,-7
14/03/2020,14,12,-9,4,-15,-17,-7
14/03/2020,15,15,8,4,-16,-8,-4
14/03/2020,16,14,-1,3,-14,-16,0
14/03/2020,17,16,2,3,-12,-22,-2
14/03/2020,18,17,-12,4,-13,-13,-3
14/03/2020,19,18,-7,5,-26,-10,-6
14/03/2020,20,12,-24,4,-17,-14,-4
14/03/2020,21,15,2,4,-8,-13,-3
14/03/2020,22,13,8,4,-17,-23,-1
14/03/2020,23,18,-4,3,-31,-24,-7
14/03/2020,24,21,-11,4,-2,-11,-3
14/03/2020,25,13,8,4,-10,-18,2
14/03/2020,26,3,-17,4,-17,-27,-5
14/03/2020,27,12,8,3,-12,-18,0
14/03/2020,28,7,-23,5,-21,-26,-7
14/03/2020,29,14,-8,3,-5,-12,-4
14/03/2020,30,15,4,4,-12,-14,-6
14/03/2020,31,14,-22,3,-18,-18,0
14/03/2020,32,9,-11,6,-33,-34,-6
14/03/2020,33,8,-11,4,-16,-18,0
15/03/2020,1,-24,-35,0,-32,-38,-30.5
15/03/2020,2,-16,-54,6,-43,-37,-11
15/03/2020,3,12,-13,3,-7,-5,-7
15/03/2020,4,13,-20,4,-22,-18,-9
15/03/2020,5,9,-5,2,-11,-13,-4
15/03/2020,6,14,-15,4,-24,-19,-7
15/03/2020,7,15,-6,3,-16,-18,-6
15/03/2020,8,-16,-14,5,-35,-34,-16
15/03/2020,9,9,-4,3,-22,-17,-5
15/03/2020,10,14,-20,4,-20,-22,-9
15/03/2020,11,13,-13,4,-17,-18,-4
15/03/2020,12,7,-9,4,-23,-26,-5
15/03/2020,13,-4,-13,5,-36,-33,-10
15/03/2020,14,6,-19,4,-21,-19,-11
15/03/2020,15,9,-24,4,-25,-18,-5
15/03/2020,16,14,12,2,-24,-22,-5
15/03/2020,17,8,-15,3,-18,-23,-6
15/03/2020,18,8,-21,4,-17,-16,-6
15/03/2020,19,10,-11,5,-30,-16,-12
15/03/2020,20,4,-28,4,-23,-19,-8
15/03/2020,21,8,-2,3,-13,-18,-8
15/03/2020,22,7,-1,3,-23,-26,-6
15/03/2020,23,13,-8,3,-25,-22,-8
15/03/2020,24,18,-11,3,-10,-16,-5
15/03/2020,25,11,-6,4,-18,-27,-5
15/03/2020,26,5,-23,4,-22,-30,-10
15/03/2020,27,10,-10,3,-18,-20,-3
15/03/2020,28,-4,-26,5,-26,-29,-11
15/03/2020,29,8,-12,3,-8,-15,-6
15/03/2020,30,3,0,4,-15,-23,-8
15/03/2020,31,8,-22,3,-22,-20,-6
15/03/2020,32,8,-19,8,-37,-38,-11
15/03/2020,33,6,-10,3,-18,-20,-11
16/03/2020,1,-20,-42,0,-40,-40,-38
16/03/2020,2,0,-18,12,-39,-37,-29
16/03/2020,3,28,59,3,2,-9,-9
16/03/2020,4,32,57,8,-9,-21,-17
16/03/2020,5,26,28,5,-2,-17,-11
16/03/2020,6,31,66,6,-8,-18,-13
16/03/2020,7,31,29,7,-6,-21,-16
16/03/2020,8,-2,31,12,-32,-39,-34
16/03/2020,9,26,48,5,-7,-17,-12
16/03/2020,10,30,47,6,-5,-18,-14
16/03/2020,11,27,51,5,1,-17,-10
16/03/2020,12,26,63,9,-12,-26,-22
16/03/2020,13,7,32,11,-20,-26,-26
16/03/2020,14,24,46,7,-2,-21,-19
16/03/2020,15,30,56,6,-6,-20,-13
16/03/2020,16,26,23,5,-8,-16,-12
16/03/2020,17,29,39,5,-5,-24,-12
16/03/2020,18,25,32,6,0,-18,-14
16/03/2020,19,13,18,12,-29,-33,-33
16/03/2020,20,22,10,8,-16,-31,-22
16/03/2020,21,26,50,7,1,-19,-18
16/03/2020,22,31,53,7,-13,-21,-17
16/03/2020,23,31,67,6,-12,-21,-17
16/03/2020,24,35,47,6,8,-22,-16
16/03/2020,25,31,61,8,-3,-25,-20
16/03/2020,26,19,12,8,-13,-29,-23
16/03/2020,27,27,62,5,-7,-23,-11
16/03/2020,28,16,1,10,-28,-33,-28
16/03/2020,29,23,33,5,7,-15,-15
16/03/2020,30,29,31,10,-4,-21,-25
16/03/2020,31,28,22,7,-4,-16,-17
16/03/2020,32,22,19,10,-29,-33,-28
16/03/2020,33,26,6,8,-11,-25,-16
17/03/2020,1,-40,-60,0,-62,-56,-54
17/03/2020,2,-15,-47,17,-59,-52,-42
17/03/2020,3,27,18,6,-3,-20,-14
17/03/2020,4,30,22,12,-16,-29,-27
17/03/2020,5,29,11,9,-10,-28,-20
17/03/2020,6,29,17,9,-16,-26,-21
17/03/2020,7,36,8,12,-16,-32,-28
17/03/2020,8,-12,-20,18,-50,-54,-47
17/03/2020,9,29,23,10,-17,-32,-21
17/03/2020,10,29,3,11,-12,-29,-23
17/03/2020,11,26,13,9,-9,-27,-17
17/03/2020,12,26,20,14,-26,-37,-35
17/03/2020,13,6,-2,16,-36,-38,-39
17/03/2020,14,24,14,12,-13,-30,-30
17/03/2020,15,28,11,10,-16,-28,-22
17/03/2020,16,29,1,8,-17,-27,-18
17/03/2020,17,31,-2,9,-13,-27,-19
17/03/2020,18,26,6,9,-10,-29,-21
17/03/2020,19,11,-5,19,-42,-49,-47
17/03/2020,20,22,-14,15,-31,-47,-36
17/03/2020,21,30,36,13,-8,-28,-31
17/03/2020,22,33,29,13,-18,-33,-27
17/03/2020,23,27,10,10,-21,-27,-27
17/03/2020,24,36,14,10,1,-28,-24
17/03/2020,25,31,21,15,-20,-40,-34
17/03/2020,26,12,-23,15,-28,-42,-37
17/03/2020,27,32,17,10,-14,-34,-20
17/03/2020,28,9,-25,17,-43,-44,-43
17/03/2020,29,24,8,10,-3,-20,-26
17/03/2020,30,33,13,17,-11,-33,-41
17/03/2020,31,29,2,11,-14,-29,-28
17/03/2020,32,15,-7,15,-40,-43,-39
17/03/2020,33,28,22,12,-24,-39,-28
18/03/2020,1,-46,-65,0,-73,-66,-62
18/03/2020,2,-19,-56,20,-67,-60,-50
18/03/2020,3,42,3,8,-4,-24,-20
18/03/2020,4,42,22,16,-16,-34,-35
18/03/2020,5,41,19,12,-13,-32,-28
18/03/2020,6,45,25,12,-18,-28,-27
18/03/2020,7,45,17,16,-18,-39,-37
18/03/2020,8,-14,-16,21,-59,-62,-55
18/03/2020,9,43,25,13,-17,-35,-29
18/03/2020,10,40,6,13,-14,-34,-30
18/03/2020,11,41,15,12,-11,-32,-24
18/03/2020,12,37,28,18,-30,-42,-42
18/03/2020,13,11,8,20,-39,-43,-47
18/03/2020,14,34,4,16,-17,-37,-38
18/03/2020,15,45,14,13,-21,-34,-30
18/03/2020,16,42,7,11,-18,-33,-26
18/03/2020,17,46,11,12,-13,-36,-26
18/03/2020,18,35,13,12,-8,-31,-29
18/03/2020,19,12,-2,24,-49,-56,-54
18/03/2020,20,31,-11,18,-35,-52,-44
18/03/2020,21,47,42,16,-4,-31,-39
18/03/2020,22,43,19,15,-21,-38,-36
18/03/2020,23,41,15,13,-30,-35,-33
18/03/2020,24,54,17,12,0,-33,-31
18/03/2020,25,31,22,19,-24,-47,-44
18/03/2020,26,16,-26,18,-32,-48,-44
18/03/2020,27,39,19,13,-18,-40,-29
18/03/2020,28,16,-28,21,-50,-50,-52
18/03/2020,29,38,5,13,3,-28,-32
18/03/2020,30,39,17,21,-15,-39,-50
18/03/2020,31,40,-1,14,-20,-33,-35
18/03/2020,32,18,-4,19,-50,-48,-48
18/03/2020,33,35,12,16,-28,-45,-38
19/03/2020,1,-47,-74,0,-78,-70,-63
19/03/2020,2,-20,-68,22,-74,-65,-56
19/03/2020,3,44,-1,9,-5,-25,-26
19/03/2020,4,45,-15,17,-17,-39,-41
19/03/2020,5,43,-16,14,-13,-37,-32
19/03/2020,6,53,-2,14,-18,-29,-33
19/03/2020,7,46,-10,18,-20,-44,-42
19/03/2020,8,-15,-42,23,-65,-65,-61
19/03/2020,9,49,3,15,-19,-37,-34
19/03/2020,10,49,-16,15,-14,-37,-35
19/03/2020,11,43,-10,13,-9,-31,-30
19/03/2020,12,40,-1,20,-37,-44,-48
19/03/2020,13,17,-14,22,-44,-48,-52
19/03/2020,14,40,-7,18,-20,-36,-42
19/03/2020,15,52,-14,14,-23,-40,-34
19/03/2020,16,43,-12,13,-18,-36,-30
19/03/2020,17,52,-23,14,-16,-41,-32
19/03/2020,18,41,-14,13,-8,-31,-33
19/03/2020,19,16,-30,25,-57,-60,-60
19/03/2020,20,33,-31,21,-41,-55,-50
19/03/2020,21,54,6,18,-8,-37,-45
19/03/2020,22,45,-3,17,-26,-43,-41
19/03/2020,23,43,-9,14,-32,-40,-38
19/03/2020,24,50,-7,14,1,-36,-36
19/03/2020,25,40,5,21,-28,-46,-49
19/03/2020,26,18,-42,20,-37,-53,-49
19/03/2020,27,48,-17,15,-19,-44,-34
19/03/2020,28,14,-41,23,-54,-54,-57
19/03/2020,29,43,-17,15,2,-29,-37
19/03/2020,30,42,-12,24,-21,-42,-54
19/03/2020,31,44,-22,17,-19,-35,-41
19/03/2020,32,21,-20,20,-55,-53,-51
19/03/2020,33,36,-13,19,-31,-47,-42
20/03/2020,1,-54,-77,0,-82,-73,-64
20/03/2020,2,-32,-70,25,-79,-69,-59
20/03/2020,3,19,8,13,-20,-29,-28
20/03/2020,4,20,31,19,-30,-41,-43
20/03/2020,5,18,15,15,-22,-40,-34
20/03/2020,6,20,15,17,-30,-34,-37
20/03/2020,7,23,15,19,-30,-45,-43
20/03/2020,8,-26,-25,26,-71,-69,-62
20/03/2020,9,22,28,17,-32,-42,-36
20/03/2020,10,21,2,18,-28,-42,-38
20/03/2020,11,13,12,16,-22,-34,-32
20/03/2020,12,19,10,23,-50,-48,-52
20/03/2020,13,0,-3,26,-58,-55,-55
20/03/2020,14,14,14,21,-30,-42,-46
20/03/2020,15,19,12,17,-36,-42,-36
20/03/2020,16,13,11,15,-27,-39,-33
20/03/2020,17,20,-2,16,-29,-47,-33
20/03/2020,18,15,5,15,-24,-38,-34
20/03/2020,19,0,-15,28,-63,-65,-62
20/03/2020,20,12,-25,24,-51,-57,-52
20/03/2020,21,25,15,21,-23,-40,-47
20/03/2020,22,17,-1,19,-37,-46,-41
20/03/2020,23,14,9,17,-40,-42,-41
20/03/2020,24,19,13,16,-24,-42,-38
20/03/2020,25,18,24,21,-35,-48,-50
20/03/2020,26,-1,-38,23,-49,-54,-52
20/03/2020,27,17,8,16,-31,-42,-35
20/03/2020,28,-2,-43,26,-60,-57,-60
20/03/2020,29,14,0,18,-15,-35,-40
20/03/2020,30,15,6,26,-36,-47,-57
20/03/2020,31,22,-8,18,-36,-38,-42
20/03/2020,32,-2,-17,23,-65,-57,-55
20/03/2020,33,11,12,20,-40,-51,-44
21/03/2020,1,-53,-86,0,-86,-78,-70
21/03/2020,2,-47,-74,17,-90,-79,-46
21/03/2020,3,-1,2,12,-41,-33,-25
21/03/2020,4,5,35,14,-51,-47,-37
21/03/2020,5,4,24,12,-45,-42,-25
21/03/2020,6,-3,29,14,-56,-41,-33
21/03/2020,7,6,6,13,-51,-49,-30
21/03/2020,8,-41,-8,17,-79,-76,-45
21/03/2020,9,8,56,12,-55,-50,-27
21/03/2020,10,2,21,14,-49,-47,-30
21/03/2020,11,-2,28,13,-44,-40,-29
21/03/2020,12,0,20,16,-66,-59,-39
21/03/2020,13,-15,14,17,-75,-65,-42
21/03/2020,14,-6,15,16,-53,-50,-42
21/03/2020,15,-5,25,13,-56,-44,-29
21/03/2020,16,0,5,12,-48,-45,-26
21/03/2020,17,-1,30,13,-46,-49,-25
21/03/2020,18,-3,7,12,-46,-41,-26
21/03/2020,19,-2,-4,18,-73,-66,-46
21/03/2020,20,-4,-33,17,-67,-62,-42
21/03/2020,21,5,22,15,-43,-48,-35
21/03/2020,22,-1,8,14,-55,-54,-31
21/03/2020,23,-7,-9,14,-61,-54,-36
21/03/2020,24,-2,12,13,-46,-47,-31
21/03/2020,25,4,35,14,-52,-51,-37
21/03/2020,26,-19,-36,16,-63,-64,-40
21/03/2020,27,-1,-5,12,-50,-48,-26
21/03/2020,28,-17,-41,18,-69,-62,-48
21/03/2020,29,-4,10,14,-38,-41,-35
21/03/2020,30,-4,16,17,-57,-57,-41
21/03/2020,31,0,-21,13,-59,-47,-29
21/03/2020,32,-21,-21,25,-79,-70,-44
21/03/2020,33,-5,-10,14,-62,-54,-30
22/03/2020,1,-67,-86,0,-85,-81,-70
22/03/2020,2,-50,-71,16,-89,-82,-50
22/03/2020,3,-16,12,10,-53,-40,-33
22/03/2020,4,-8,54,13,-58,-51,-44
22/03/2020,5,-17,12,10,-56,-39,-32
22/03/2020,6,-17,43,12,-62,-49,-40
22/03/2020,7,-9,7,11,-62,-51,-40
22/03/2020,8,-48,6,14,-81,-79,-52
22/03/2020,9,-12,54,10,-63,-53,-33
22/03/2020,10,-13,27,12,-58,-54,-40
22/03/2020,11,-13,36,11,-56,-42,-35
22/03/2020,12,-17,22,14,-69,-64,-41
22/03/2020,13,-29,22,14,-77,-69,-51
22/03/2020,14,-22,24,13,-60,-56,-48
22/03/2020,15,-20,40,12,-64,-47,-37
22/03/2020,16,-14,21,10,-61,-48,-34
22/03/2020,17,-18,39,11,-55,-56,-30
22/03/2020,18,-20,13,11,-52,-46,-35
22/03/2020,19,-18,5,15,-75,-72,-49
22/03/2020,20,-20,-19,14,-70,-66,-45
22/03/2020,21,-13,34,12,-53,-53,-42
22/03/2020,22,-18,18,12,-63,-59,-40
22/03/2020,23,-20,14,12,-63,-56,-43
22/03/2020,24,-14,29,11,-56,-52,-38
22/03/2020,25,-13,39,20,-63,-57,-44
22/03/2020,26,-25,-22,14,-67,-69,-46
22/03/2020,27,-18,-2,10,-61,-49,-29
22/03/2020,28,-35,-33,14,-73,-66,-50
22/03/2020,29,-20,32,11,-49,-48,-42
22/03/2020,30,-27,26,14,-63,-62,-46
22/03/2020,31,-18,-11,11,-68,-53,-37
22/03/2020,32,-27,-10,25,-82,-75,-49
22/03/2020,33,-21,21,11,-70,-54,-41
23/03/2020,1,-70,-82,0,-87,-79,-76
23/03/2020,2,-48,-65,29,-85,-76,-72
23/03/2020,3,-9,22,17,-37,-42,-46
23/03/2020,4,-2,49,25,-48,-55,-61
23/03/2020,5,-7,11,20,-42,-52,-51
23/03/2020,6,-7,52,21,-48,-48,-53
23/03/2020,7,-2,9,24,-49,-58,-62
23/03/2020,8,-43,-11,29,-79,-77,-76
23/03/2020,9,-4,59,22,-50,-57,-54
23/03/2020,10,-4,36,22,-45,-52,-54
23/03/2020,11,-9,28,21,-41,-50,-50
23/03/2020,12,-9,27,27,-59,-61,-66
23/03/2020,13,-24,-14,30,-70,-63,-70
23/03/2020,14,-10,52,25,-46,-53,-62
23/03/2020,15,-10,36,22,-53,-55,-55
23/03/2020,16,-8,-11,20,-45,-54,-51
23/03/2020,17,-7,19,21,-44,-62,-52
23/03/2020,18,-11,19,21,-42,-51,-52
23/03/2020,19,-27,-9,32,-70,-71,-75
23/03/2020,20,-14,-10,28,-61,-68,-67
23/03/2020,21,-3,41,26,-41,-56,-63
23/03/2020,22,-8,18,25,-56,-59,-59
23/03/2020,23,-11,29,22,-57,-51,-57
23/03/2020,24,-5,20,22,-44,-54,-58
23/03/2020,25,-10,22,26,-55,-61,-69
23/03/2020,26,-23,-27,28,-59,-66,-67
23/03/2020,27,-10,10,22,-48,-58,-53
23/03/2020,28,-23,-38,30,-69,-66,-74
23/03/2020,29,-9,13,22,-34,-44,-57
23/03/2020,30,-15,24,30,-53,-59,-71
23/03/2020,31,-7,1,23,-49,-51,-58
23/03/2020,32,-21,-6,27,-73,-66,-68
23/03/2020,33,-15,20.5,25,-59,-62,-61
24/03/2020,1,-79,-88,0,-94,-87,-80
24/03/2020,2,-58,-73,33,-92,-84,-78
24/03/2020,3,-18,15,24,-62,-54,-57
24/03/2020,4,-17,50,31,-70,-64,-71
24/03/2020,5,-19,3,27,-70,-66,-63
24/03/2020,6,-18,47,27,-67,-59,-63
24/03/2020,7,-16,2,30,-73,-70,-72
24/03/2020,8,-51,-32,34,-87,-83,-81
24/03/2020,9,-17,43,28,-74,-68,-65
24/03/2020,10,-17,31,29,-68,-64,-65
24/03/2020,11,-20,19,27,-65,-60,-61
24/03/2020,12,-17,15,32,-73,-71,-74
24/03/2020,13,-35,-30,34,-81,-75,-77
24/03/2020,14,-21,28,31,-68,-65,-71
24/03/2020,15,-24,24,28,-73,-66,-65
24/03/2020,16,-21,-15,27,-71,-65,-62
24/03/2020,17,-20,11,27,-69,-64,-62
24/03/2020,18,-26,17,27,-66,-63,-63
24/03/2020,19,-34,-19,37,-83,-80,-82
24/03/2020,20,-22,-21,35,-79,-78,-75
24/03/2020,21,-13,36,31,-64,-66,-73
24/03/2020,22,-21,5,31,-76,-71,-69
24/03/2020,23,-23,13,28,-73,-63,-67
24/03/2020,24,-18,24,28,-65,-65,-68
24/03/2020,25,-26,3,33,-72,-73,-77
24/03/2020,26,-32,-38,33,-75,-75,-75
24/03/2020,27,-26,0,29,-76,-69,-65
24/03/2020,28,-34,-47,35,-82,-76,-81
24/03/2020,29,-22,8,29,-61,-58,-68
24/03/2020,30,-25,8,36,-72,-71,-79
24/03/2020,31,-17,-12,29,-74,-65,-69
24/03/2020,32,-32,-27,31,-84,-77,-77
24/03/2020,33,-31,20.5,31,-77,-74,-71
25/03/2020,1,-82,-88,0,-95,-90,-85
25/03/2020,2,-62,-77,34,-94,-88,-80
25/03/2020,3,-23,16,26,-66,-60,-63
25/03/2020,4,-23,39,33,-71,-69,-74
25/03/2020,5,-21,19,29,-71,-67,-68
25/03/2020,6,-21,41,30,-70,-65,-68
25/03/2020,7,-18,7,32,-74,-73,-76
25/03/2020,8,-55,-29,36,-88,-87,-83
25/03/2020,9,-21,45,30,-78,-71,-70
25/03/2020,10,-23,33,31,-69,-69,-69
25/03/2020,11,-26,24,29,-68,-65,-66
25/03/2020,12,-21,20,34,-75,-75,-77
25/03/2020,13,-37,-26,36,-82,-78,-80
25/03/2020,14,-28,21,34,-70,-71,-75
25/03/2020,15,-27,29,31,-76,-71,-71
25/03/2020,16,-22,-10,29,-73,-70,-68
25/03/2020,17,-26,19,29,-71,-70,-67
25/03/2020,18,-28,16,29,-68,-67,-67
25/03/2020,19,-36,-17,39,-85,-83,-84
25/03/2020,20,-25,-19,37,-80,-82,-78
25/03/2020,21,-17,42,34,-66,-70,-76
25/03/2020,22,-21,8,33,-77,-74,-73
25/03/2020,23,-27,19,31,-78,-71,-73
25/03/2020,24,-20,37,30,-68,-69,-73
25/03/2020,25,-29,15,34,-74,-76,-80
25/03/2020,26,-37,-42,36,-78,-79,-78
25/03/2020,27,-25,5,30,-76,-73,-69
25/03/2020,28,-36,-47,37,-83,-79,-83
25/03/2020,29,-24,18,31,-60,-65,-72
25/03/2020,30,-27,-1,38,-74,-76,-82
25/03/2020,31,-21,-9,31,-76,-68,-72
25/03/2020,32,-35,-27,33,-85,-80,-80
25/03/2020,33,-32,20,33,-79,-77,-75
26/03/2020,1,-83,-91,0,-96,-92,-85
26/03/2020,2,-64,-78,36,-94,-90,-82
26/03/2020,3,-27,25,28,-68,-62,-65
26/03/2020,4,-24,52,34,-72,-71,-76
26/03/2020,5,-26,5,30,-74,-70,-69
26/03/2020,6,-26,46,31,-72,-66,-70
